prev_filename,new_filename,filename,page_height,page_width,page_height_scaled,page_width_scaled,AuthorID,Overlapped,category,id,x,y,width,height,x_scaled,y_scaled,w_scaled,h_scaled
aee44c00.tif,aee44c00.jpg,17.tif,2292,1728,636.6666666666667,480.0,"Koplow, M.G.",Yes,DLSignature,None,840,1702,730,148,233,472,202,41
aeq93a00.tif,aeq93a00.jpg,18.tif,2292,1728,636.6666666666667,480.0,"Gourley, R.D.",Yes,DLSignature,None,966,1901,329,78,268,528,91,21
aeq93a00.tif,aeq93a00.jpg,18.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,144,76,225,114,40,21,62,31
aex05f00_1.tif,aex05f00_1.jpg,19.tif,1575,1200,630.0,480.0,"Schan, Merilyn",Yes,DLSignature,None,614,908,331,93,245,363,132,37
aex05f00_2.tif,aex05f00_2.jpg,20.tif,1575,1200,630.0,480.0,,No,DLSignature,None,749,932,106,134,299,372,42,53
afm90c00-first_1.tif,afm90c00-first_1.jpg,21.tif,3150,2400,630.0,480.0,NA,NA,DLLogo,None,147,213,259,264,29,42,51,52
afm90c00-first_2.tif,afm90c00-first_2.jpg,22.tif,3150,2400,630.0,480.0,"Keane, T.M.",Yes,DLSignature,None,1295,1521,552,144,259,304,110,28
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Winder, J.H.",Yes,DLSignature,None,342,1599,817,262,64,301,154,49
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Hatton, C.R.",Yes,DLSignature,None,481,1845,640,139,90,348,120,26
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Hobbs, W.D.",Yes,DLSignature,None,477,2061,636,112,90,388,120,21
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Jones, S.O.",Yes,DLSignature,None,462,2281,601,227,87,430,113,42
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Smith, G.D.",Yes,DLSignature,None,1352,1390,366,78,255,262,69,14
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Leake, W.S.",Yes,DLSignature,None,1310,1649,840,146,247,311,158,27
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Sherrill, J.H.",Yes,DLSignature,None,1333,1861,670,169,251,351,126,31
agw39d00.tif,agw39d00.jpg,23.tif,3279,2544,618.6792452830189,480.00000000000006,"Stokes, Colin",Yes,DLSignature,None,1402,2038,393,139,264,384,74,26
ahs60f00.tif,ahs60f00.jpg,24.tif,1575,1200,630.0,480.0,"Maynor, H.W.",Yes,DLSignature,None,706,1110,202,52,282,444,80,20
aik94f00-page02_2.tif,aik94f00-page02_2.jpg,26.tif,1575,1200,630.0,480.0,"Austern, H.T.",No,DLSignature,None,608,1278,389,104,243,511,155,41
ail70a00.tif,ail70a00.jpg,27.tif,1575,1200,630.0,480.0,"Pollice, Lorraine",Yes,DLSignature,None,542,851,283,102,216,340,113,40
aji32e00-page02_1.tif,aji32e00-page02_1.jpg,28.tif,3264,2560,612.0,480.0,NA,NA,DLLogo,None,1208,303,333,217,226,56,62,40
aji32e00-page02_2.tif,aji32e00-page02_2.jpg,29.tif,3265,2560,612.1875,480.0,"Krivisky, B.M.",Yes,DLSignature,None,1235,2152,1005,556,231,403,188,104
ajj10e00.tif,ajj10e00.jpg,30.tif,3295,2560,617.8125,480.0,"Jessup, H.S.",Yes,DLSignature,None,356,1757,635,155,66,329,119,29
ajj10e00.tif,ajj10e00.jpg,30.tif,3295,2560,617.8125,480.0,NA,NA,DLLogo,None,157,257,720,217,29,48,135,40
ajy01c00.tif,ajy01c00.jpg,31.tif,3150,2400,630.0,480.0,"Pollice, Lorraine",Yes,DLSignature,None,1029,1699,607,207,205,339,121,41
ajz31e00.tif,ajz31e00.jpg,32.tif,3292,2560,617.25,480.0,"Vollmuth, T.A.",Yes,DLSignature,None,479,1450,755,248,89,271,141,46
ajz31e00.tif,ajz31e00.jpg,32.tif,3292,2560,617.25,480.0,NA,NA,DLLogo,None,127,170,758,236,23,31,142,44
aki32e00.tif,aki32e00.jpg,33.tif,3274,2560,613.875,480.0,"Krivisky, B.M.",Yes,DLSignature,None,1246,2427,893,454,233,455,167,85
aki32e00.tif,aki32e00.jpg,33.tif,3274,2560,613.875,480.0,NA,NA,DLLogo,None,1075,333,333,208,201,62,62,39
ald41a00-ernest.tif,ald41a00-ernest.jpg,34.tif,1575,1200,630.0,480.0,"Pepples, Ernest",No,DLSignature,None,690,1127,287,59,276,450,114,23
ald41a00-ernest.tif,ald41a00-ernest.jpg,34.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,478,53,177,94,191,21,70,37
alk3aa00.tif,alk3aa00.jpg,35.tif,3300,2480,638.7096774193549,480.0,"Whitmire, C.E.",Yes,DLSignature,None,1496,2221,574,156,289,429,111,30
alk3aa00.tif,alk3aa00.jpg,35.tif,3300,2480,638.7096774193549,480.0,NA,NA,DLLogo,None,1732,220,220,210,335,42,42,40
alz35d00.tif,alz35d00.jpg,36.tif,3255,2544,614.1509433962265,480.00000000000006,"Stuhl, O.",Yes,DLSignature,None,1407,2757,344,149,265,520,64,28
alz35d00.tif,alz35d00.jpg,36.tif,3255,2544,614.1509433962265,480.00000000000006,NA,NA,DLLogo,None,1101,94,255,121,207,17,48,22
ama91d00-page03_3.tif,ama91d00-page03_3.jpg,39.tif,3300,2550,621.1764705882352,480.0,"Pellett, B.R.",No,DLSignature,None,1047,837,632,136,197,157,118,25
amk00a00.tif,amk00a00.jpg,40.tif,3109,2504,595.9744408945687,480.0,"Eisenberg, A.D.",Yes,DLSignature,None,1234,2436,906,373,236,466,173,71
amw93e00.tif,amw93e00.jpg,41.tif,3239,2560,607.3125,480.0,"Camisa, R.J.",Yes,DLSignature,None,1594,1998,624,160,298,374,117,30
amw93e00.tif,amw93e00.jpg,41.tif,3239,2560,607.3125,480.0,NA,NA,DLLogo,None,1142,96,320,202,214,18,60,37
amy31e00.tif,amy31e00.jpg,42.tif,3328,2560,624.0,480.0,"Vollmuth, T.A.",Yes,DLSignature,None,449,2096,837,250,84,393,156,46
amy31e00.tif,amy31e00.jpg,42.tif,3328,2560,624.0,480.0,NA,NA,DLLogo,None,90,208,750,232,16,39,140,43
ank41e00.tif,ank41e00.jpg,43.tif,3292,2560,617.25,480.0,"Vollmuth, T.A.",Yes,DLSignature,None,390,1466,805,239,73,274,150,44
ank41e00.tif,ank41e00.jpg,43.tif,3292,2560,617.25,480.0,NA,NA,DLLogo,None,112,216,756,230,21,40,141,43
anr29e00-page02_1.tif,anr29e00-page02_1.jpg,44.tif,3269,2560,612.9375,480.0,NA,NA,DLLogo,None,1250,190,308,202,234,35,57,37
anr29e00-page02_2.tif,anr29e00-page02_2.jpg,45.tif,3265,2560,612.1875,480.0,"Krivisky, B.M.",Yes,DLSignature,None,1350,2417,867,452,253,453,162,84
anv39d00.tif,anv39d00.jpg,46.tif,3249,2544,613.0188679245283,480.00000000000006,,Yes,DLSignature,None,1500,2279,805,191,283,430,151,36
api68d00.tif,api68d00.jpg,47.tif,3251,2544,613.3962264150944,480.00000000000006,"Neel, R.M.",Yes,DLSignature,None,1077,1997,752,211,203,376,141,39
arr09c00.tif,arr09c00.jpg,48.tif,2292,1728,636.6666666666667,480.0,"Bleustein, J.L.",Yes,DLSignature,None,759,1443,358,119,210,400,99,33
arz92e00.tif,arz92e00.jpg,49.tif,3305,2560,619.6875,480.0,"Galeotti, K.L.",Yes,DLSignature,None,1231,2038,625,175,230,382,117,32
arz92e00.tif,arz92e00.jpg,49.tif,3305,2560,619.6875,480.0,NA,NA,DLLogo,None,1084,132,320,210,203,24,60,39
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,"Daigle, W.P.",No,DLSignature,None,531,953,279,68,212,381,111,27
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,720,55,146,148,288,22,58,59
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,53,56,141,144,21,22,56,57
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,275,57,141,143,110,22,56,57
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,,498,59,143,140,199,23,57,56
asg54f00.tif,asg54f00.jpg,50.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,,945,62,141,143,378,24,56,57
asx34c00-page02_2.tif,asx34c00-page02_2.jpg,52.tif,2292,1728,636.6666666666667,480.0,"Bergman, J.I.",Yes,DLSignature,None,915,950,283,154,254,263,78,42
atz94a00.tif,atz94a00.jpg,53.tif,2156,1728,598.8888888888889,480.0,"Dimech, Ellen",No,DLSignature,None,828,1687,329,83,230,468,91,23
atz94a00.tif,atz94a00.jpg,53.tif,2156,1728,598.8888888888889,480.0,NA,NA,DLLogo,None,737,107,204,122,204,29,56,33
aux55d00.tif,aux55d00.jpg,54.tif,3235,2544,610.377358490566,480.00000000000006,"Gourley, R.D.",Yes,DLSignature,None,1467,1885,372,175,276,355,70,33
avb45e00.tif,avb45e00.jpg,55.tif,3269,2560,612.9375,480.0,"Galeotti, K.L.",Yes,DLSignature,None,1156,2508,733,207,216,470,137,38
avb45e00.tif,avb45e00.jpg,55.tif,3269,2560,612.9375,480.0,NA,NA,DLLogo,None,1138,180,300,190,213,33,56,35
avd23f00-first_1.tif,avd23f00-first_1.jpg,61.tif,3279,2544,618.6792452830189,480.00000000000006,"Beatty, D.A.",Yes,DLSignature,None,1082,1884,721,208,204,355,136,39
avd23f00-first_1.tif,avd23f00-first_1.jpg,61.tif,3279,2544,618.6792452830189,480.00000000000006,NA,NA,DLLogo,None,1082,138,414,224,204,26,78,42
aww54f00_1.tif,aww54f00_1.jpg,64.tif,1575,1200,630.0,480.0,"Ligon, R.H.",No,DLSignature,None,801,893,178,76,320,357,71,30
aww54f00_1.tif,aww54f00_1.jpg,64.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,136,74,92,92,54,29,36,36
axp01f00_1.tif,axp01f00_1.jpg,66.tif,1575,1200,630.0,480.0,"Alford, E.D.",No,DLSignature,None,185,1067,177,54,74,426,70,21
axp01f00_1.tif,axp01f00_1.jpg,66.tif,1575,1200,630.0,480.0,"Hsieh, T.C.",No,DLSignature,None,725,1047,222,59,290,418,88,23
azb11c00.tif,azb11c00.jpg,74.tif,3150,2400,630.0,480.0,,Yes,DLSignature,None,248,2006,503,133,49,401,100,26
azb11c00.tif,azb11c00.jpg,74.tif,3150,2400,630.0,480.0,NA,NA,DLLogo,None,970,118,148,160,194,23,29,32
azx34c00-page02_2.tif,azx34c00-page02_2.jpg,76.tif,2292,1728,636.6666666666667,480.0,"Bergman, J.I.",Yes,DLSignature,None,918,490,320,204,255,136,88,56
bad45f00.tif,bad45f00.jpg,77.tif,1575,1200,630.0,480.0,"Jarrett, J.E.",No,DLSignature,None,620,1201,251,118,248,480,100,47
bad45f00.tif,bad45f00.jpg,77.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,146,26,188,98,58,10,75,39
bak14d00.tif,bak14d00.jpg,78.tif,3080,2544,581.1320754716982,480.00000000000006,,Yes,DLSignature,None,1422,2442,789,122,268,460,148,23
bat60e00.tif,bat60e00.jpg,79.tif,3031,2560,568.3125,480.0,"Fassuliotis, Constance",Yes,DLSignature,None,1593,1503,575,155,298,281,107,29
bat60e00.tif,bat60e00.jpg,79.tif,3031,2560,568.3125,480.0,NA,NA,DLLogo,None,200,110,798,216,37,20,149,40
bbl21f00.tif,bbl21f00.jpg,80.tif,1575,1200,630.0,480.0,"Charles, F.K.",No,DLSignature,None,666,1132,251,70,266,452,100,28
bbl21f00.tif,bbl21f00.jpg,80.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,474,136,154,86,189,54,61,34
bbn00d00-first.tif,bbn00d00-first.jpg,81.tif,2292,1728,636.6666666666667,480.0,"Sudol, Marius",No,DLSignature,None,1097,1960,355,149,304,544,98,41
bbn00d00-first.tif,bbn00d00-first.jpg,81.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,943,152,304,196,261,42,84,54
bbt85f00.tif,bbt85f00.jpg,82.tif,1575,1200,630.0,480.0,"Ligon, R.H.",Yes,DLSignature,None,747,872,179,72,298,348,71,28
bbt85f00.tif,bbt85f00.jpg,82.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,124,68,98,98,49,27,39,39
bci73f00.tif,bci73f00.jpg,83.tif,1575,1200,630.0,480.0,"Gravely, L.E.",No,DLSignature,None,646,781,154,71,258,312,61,28
bci73f00.tif,bci73f00.jpg,83.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,488,292,56,64,195,116,22,25
bda6aa00.tif,bda6aa00.jpg,84.tif,3300,2544,622.6415094339623,480.00000000000006,"Idle, J.R.",No,DLSignature,None,367,2350,560,180,69,443,105,33
bda6aa00.tif,bda6aa00.jpg,84.tif,3300,2544,622.6415094339623,480.00000000000006,NA,NA,DLLogo,None,236,138,266,364,44,26,50,68
bea69d00.tif,bea69d00.jpg,85.tif,3273,2544,617.5471698113208,480.00000000000006,"Stuhl, O.",No,DLSignature,None,1638,1414,246,112,309,266,46,21
bea69d00.tif,bea69d00.jpg,85.tif,3273,2544,617.5471698113208,480.00000000000006,NA,NA,DLLogo,None,1364,124,166,78,257,23,31,14
bea6aa00.tif,bea6aa00.jpg,86.tif,3300,2544,622.6415094339623,480.00000000000006,"Idle, J.R.",Yes,DLSignature,None,458,2447,454,143,86,461,85,26
bea6aa00.tif,bea6aa00.jpg,86.tif,3300,2544,622.6415094339623,480.00000000000006,NA,NA,DLLogo,None,298,236,308,420,56,44,58,79
bex05f00_1.tif,bex05f00_1.jpg,87.tif,1575,1200,630.0,480.0,"Schan, Marilyn",Yes,DLSignature,None,578,987,337,86,231,394,134,34
bfk68c00-page03_3.tif,bfk68c00-page03_3.jpg,91.tif,2292,1728,636.6666666666667,480.0,"Bible, G.C.",No,DLSignature,None,1016,1418,462,102,282,393,128,28
bfr18e00-page02_1.tif,bfr18e00-page02_1.jpg,92.tif,3296,2560,618.0,480.0,NA,NA,DLLogo,None,1138,76,364,230,213,14,68,43
bfr18e00-page02_2.tif,bfr18e00-page02_2.jpg,93.tif,3296,2560,618.0,480.0,"Boder, J.B.",Yes,DLSignature,None,1244,1931,330,318,233,362,61,59
bfx94e00.tif,bfx94e00.jpg,94.tif,3095,2560,580.3125,480.0,"Landry, J.T.",No,DLSignature,None,1197,2496,567,222,224,468,106,41
bfx94e00.tif,bfx94e00.jpg,94.tif,3095,2560,580.3125,480.0,NA,NA,DLLogo,None,1028,110,432,232,192,20,81,43
bhd80a00.tif,bhd80a00.jpg,95.tif,1575,1200,630.0,480.0,"Honeycutt, D.G.",No,DLSignature,None,641,1008,217,101,256,403,86,40
bhd80a00.tif,bhd80a00.jpg,95.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,124,54,92,98,49,21,36,39
bhw64a00.tif,bhw64a00.jpg,96.tif,2156,1728,598.8888888888889,480.0,"Dimech, Ellen",No,DLSignature,None,890,1609,319,80,247,446,88,22
bhw64a00.tif,bhw64a00.jpg,96.tif,2156,1728,598.8888888888889,480.0,NA,NA,DLLogo,None,740,104,202,138,205,28,56,38
bia05a00.tif,bia05a00.jpg,97.tif,2156,1728,598.8888888888889,480.0,"Dimech, Ellen",No,DLSignature,None,846,1523,353,100,235,423,98,27
bia05a00.tif,bia05a00.jpg,97.tif,2156,1728,598.8888888888889,480.0,NA,NA,DLLogo,None,754,82,202,140,209,22,56,38
biv33c00-page02_2.tif,biv33c00-page02_2.jpg,99.tif,2292,1728,636.6666666666667,480.0,"Boffa, J.R.",Yes,DLSignature,None,870,1095,355,120,241,304,98,33
biz25e00.tif,biz25e00.jpg,100.tif,3273,2560,613.6875,480.0,"Ferraro, C.J.",Yes,DLSignature,None,383,2375,823,264,71,445,154,49
bji44a00.tif,bji44a00.jpg,101.tif,2292,1728,636.6666666666667,480.0,"Cowing, M.W.",Yes,DLSignature,None,537,1402,326,131,149,389,90,36
bji44a00.tif,bji44a00.jpg,101.tif,2292,1728,636.6666666666667,480.0,"Murphy, K.A.",Yes,DLSignature,None,1027,1402,414,118,285,389,115,32
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,"Daigle, W.P.",No,DLSignature,None,250,1572,391,83,69,436,108,23
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,78,214,208,204,21,59,57,56
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,,400,216,208,204,111,60,57,56
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,,724,214,208,204,201,59,57,56
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,,1048,214,208,204,291,59,57,56
bjn43c00-page02_1.tif,bjn43c00-page02_1.jpg,102.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,,1371,216,206,208,380,60,57,57
bjn43c00-page02_2.tif,bjn43c00-page02_2.jpg,103.tif,2292,1728,636.6666666666667,480.0,"Daigle, W.P.",No,DLSignature,,249,1568,391,83,69,435,108,23
bjn43c00-page02_2.tif,bjn43c00-page02_2.jpg,103.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,727,217,202,198,201,60,56,55
bke80e00.tif,bke80e00.jpg,104.tif,3155,2560,591.5625,480.0,"Fassuliotis, Constance",No,DLSignature,None,1550,1870,524,143,290,350,98,26
bke80e00.tif,bke80e00.jpg,104.tif,3155,2560,591.5625,480.0,NA,NA,DLLogo,None,194,82,798,218,36,15,149,40
bkz54f00_1.tif,bkz54f00_1.jpg,105.tif,1575,1200,630.0,480.0,"Wortham, E.C.",No,DLSignature,None,657,969,303,93,262,387,121,37
bkz54f00_1.tif,bkz54f00_1.jpg,105.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,124,54,90,90,49,21,36,36
bmc19d00.tif,bmc19d00.jpg,107.tif,3228,2544,609.0566037735849,480.00000000000006,,No,DLSignature,None,1388,2063,756,151,261,389,142,28
bnj00a00.tif,bnj00a00.jpg,108.tif,3107,2520,591.8095238095237,480.0,"Eisenberg, A.D.",Yes,DLSignature,None,1276,2594,933,378,243,494,177,72
bnp51a00.tif,bnp51a00.jpg,109.tif,3324,2544,627.1698113207548,480.00000000000006,"Gertenbach, R.F.",No,DLSignature,None,1300,2454,617,151,245,463,116,28
boa85f00.tif,boa85f00.jpg,110.tif,1575,1200,630.0,480.0,"Wortham, E.C.",No,DLSignature,None,729,804,224,73,291,321,89,29
boa85f00.tif,boa85f00.jpg,110.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,153,52,94,92,61,20,37,36
bqz95d00.tif,bqz95d00.jpg,111.tif,2292,1728,636.6666666666667,480.0,"Geha, R.S.",Yes,DLSignature,None,863,1350,552,154,239,375,153,42
bqz95d00.tif,bqz95d00.jpg,111.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,758,241,174,217,210,66,48,60
bsj50c00.tif,bsj50c00.jpg,112.tif,2292,1728,636.6666666666667,480.0,"Bible, G.C.",No,DLSignature,None,873,1634,446,123,242,453,123,34
bsj50c00.tif,bsj50c00.jpg,112.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,713,433,301,185,198,120,83,51
btc51a00.tif,btc51a00.jpg,113.tif,1575,1200,630.0,480.0,"Pepples, Ernest",No,DLSignature,None,569,1125,285,52,227,450,114,20
btt85f00-page2_2.tif,btt85f00-page2_2.jpg,115.tif,1575,1200,630.0,480.0,"Honeycutt, D.G.",No,DLSignature,None,695,759,222,74,278,303,88,29
btt85f00-page2_2.tif,btt85f00-page2_2.jpg,115.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,135,60,94,98,54,24,37,39
btt85f00-page2_3.tif,btt85f00-page2_3.jpg,116.tif,1575,1200,630.0,480.0,"Honeycutt, D.G.",No,DLSignature,None,650,790,224,80,260,316,89,32
btt85f00-page2_3.tif,btt85f00-page2_3.jpg,116.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,86,101,94,93,34,40,37,37
btu54a00.tif,btu54a00.jpg,117.tif,2156,1728,598.8888888888889,480.0,"Fassuliotis, Constance",Yes,DLSignature,None,1081,1052,282,117,300,292,78,32
btu54a00.tif,btu54a00.jpg,117.tif,2156,1728,598.8888888888889,480.0,NA,NA,DLLogo,None,254,62,473,148,70,17,131,41
bug83d00.tif,bug83d00.jpg,118.tif,3300,2544,622.6415094339623,480.00000000000006,"Gourley, R.D.",Yes,DLSignature,None,1441,1644,1018,278,271,310,192,52
bug83d00.tif,bug83d00.jpg,118.tif,3300,2544,622.6415094339623,480.00000000000006,NA,NA,DLLogo,None,183,26,339,151,34,4,63,28
bwu60f00_1.tif,bwu60f00_1.jpg,119.tif,1575,1200,630.0,480.0,,Yes,DLSignature,None,207,987,477,88,82,394,190,35
bwu60f00_1.tif,bwu60f00_1.jpg,119.tif,1575,1200,630.0,480.0,,Yes,DLSignature,None,218,1064,335,45,87,425,134,18
bwu60f00_1.tif,bwu60f00_1.jpg,119.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,532,66,74,74,212,26,29,29
byd23a00.tif,byd23a00.jpg,121.tif,2292,1728,636.6666666666667,480.0,"Neher, W.K.",Yes,DLSignature,None,837,1014,302,135,232,281,83,37
cad45f00-page02_1.tif,cad45f00-page02_1.jpg,122.tif,1575,1200,630.0,480.0,NA,NA,DLLogo,None,144,43,182,94,57,17,72,37
cad45f00-page02_2.tif,cad45f00-page02_2.jpg,123.tif,1575,1200,630.0,480.0,"Jarrett, J.E.",No,DLSignature,None,697,489,299,132,278,195,119,52
cbm67e00-page02_2.tif,cbm67e00-page02_2.jpg,125.tif,3299,2544,622.4528301886793,480.00000000000006,"Takada, Kohji",No,DLSignature,None,277,2120,368,120,52,400,69,22
cbp51e00_2.tif,cbp51e00_2.jpg,127.tif,3341,2560,626.4375,480.0,"Toohey, W.D.",Yes,DLSignature,None,1136,1919,859,304,213,359,161,57
ccf65f00.tif,ccf65f00.jpg,128.tif,1575,1200,630.0,480.0,"Traviesas, H.",No,DLSignature,None,605,756,151,48,242,302,60,19
cch43f00-page02-var_1.tif,cch43f00-page02-var_1.jpg,129.tif,3283,2544,619.433962264151,480.00000000000006,NA,NA,DLLogo,None,627,755,190,177,118,142,35,33
cch43f00-page02-var_2.tif,cch43f00-page02-var_2.jpg,130.tif,3282,2544,619.245283018868,480.00000000000006,"Dunn, W.G.",Yes,DLSignature,None,813,1209,549,150,153,228,103,28
cch43f00-page02-var_2.tif,cch43f00-page02-var_2.jpg,130.tif,3282,2544,619.245283018868,480.00000000000006,,Yes,DLSignature,None,1627,1138,508,213,306,214,95,40
ccl77c00-page02_1.tif,ccl77c00-page02_1.jpg,131.tif,2292,1728,636.6666666666667,480.0,NA,NA,DLLogo,None,157,29,217,102,43,8,60,28
ccl77c00-page02_2.tif,ccl77c00-page02_2.jpg,132.tif,2292,1728,636.6666666666667,480.0,"Newell, M.P.",Yes,DLSignature,None,886,842,451,68,246,233,125,18
ccl77c00-page02_2.tif,ccl77c00-page02_2.jpg,132.tif,2292,1728,636.6666666666667,480.0,"Squires, W.C.",Yes,DLSignature,None,850,907,474,195,236,251,131,54
ccl77c00-page02_2.tif,ccl77c00-page02_2.jpg,132.tif,2292,1728,636.6666666666667,480.0,"Worrell, G.W.",Yes,DLSignature,None,769,1092,654,190,213,303,181,52
cdp7aa00-var.tif,cdp7aa00-var.jpg,133.tif,3186,2544,601.1320754716982,480.00000000000006,"Lisanti, V.F.",Yes,DLSignature,None,474,1881,461,166,89,354,86,31
cdp9aa00-page02_1.tif,cdp9aa00-page02_1.jpg,134.tif,3584,2624,640.0,468.57142857142856,NA,NA,DLLogo,None,1144,86,230,311,204,15,41,55
cdp9aa00-page02_2.tif,cdp9aa00-page02_2.jpg,135.tif,3584,2624,640.0,468.57142857142856,"Bowden, D.H.",Yes,DLSignature,None,1137,1529,840,248,203,273,150,44
cdq65f00.tif,cdq65f00.jpg,136.tif,1575,1200,630.0,480.0,"Traviesas, H.",Yes,DLSignature,None,664,874,99,70,265,349,39,28
cel93f00.tif,cel93f00.jpg,137.tif,1575,1200,630.0,480.0,"Pollice, Lorraine",Yes,DLSignature,None,580,829,339,90,232,331,135,36
ceo64a00-page02_2.tif,ceo64a00-page02_2.jpg,139.tif,2156,1728,598.8888888888889,480.0,"Koplow, M.G.",Yes,DLSignature,None,885,439,522,142,245,121,145,39
ceo64a00-page02_2.tif,ceo64a00-page02_2.jpg,139.tif,2156,1728,598.8888888888889,480.0,"Colin, Jan",Yes,DLSignature,None,546,605,258,152,151,168,71,42
